x,y
0.05522117123602399,-3.611399515777916
0.20584494295802447,-2.3900156491453606
0.2541912674409519,-3.907602140380553
0.34388521115218396,-1.5916380354494177
0.45227288910538066,-6.558786022060518
0.46450412719997725,-3.2283874419079446
0.5808361216819946,-0.3327995255480434
0.6355835028602363,-2.284050807392645
0.6505159298527952,-3.2533988359162223
0.7404465173409036,-3.1442176675734537
0.7455064367977082,-3.065299404990334
0.884925020519195,-6.0934440659542
0.9767211400638387,2.909382246943255
1.0789142699330445,-0.9644536719508277
1.1586905952512971,-4.645073483531832
1.195942459383017,-0.7218524010927201
1.2203823484477883,-2.809405978670544
1.3949386065204183,-1.6711977949813113
1.4092422497476265,-6.309055596239503
1.5599452033620265,-1.037272054929936
1.5601864044243652,-2.4786456279920435
1.7052412368729153,-1.1333393098314686
1.8182496720710062,-1.0381220575274936
1.8340450985343382,1.1817965511710797
1.8485445552552704,4.274090989237023
1.959828624191452,0.2760024837351791
1.987156815341724,-4.135768647070385
1.9967378215835974,-1.6655909804988045
2.1233911067827616,0.8208921806667684
2.587799816000169,2.868291957915024
2.713490317738959,0.47399059743317196
2.8093450968738076,2.150393443819706
2.9122914019804194,-1.7459179043449442
2.9214464853521815,1.955408239667409
3.0424224295953772,0.5854011817311968
3.0461376917337066,2.503468513553352
3.109823217156622,0.1293307827565382
3.1171107608941098,6.097565767385969
3.2518332202674705,5.017787127487868
3.2533033076326436,6.929985697428863
3.308980248526492,0.27001671532464977
3.567533266935893,1.0923271925272373
3.5846572854427263,4.964597467634077
3.663618432936917,3.9355898226140535
3.745401188473625,5.044128472091757
3.8867728968948203,3.404127180112484
4.275410183585496,7.749734883791823
4.319450186421157,6.096199870693473
4.4015249373960135,8.168182294283746
4.56069984217036,4.5426178232413275
4.722149251619493,9.804784261141647
4.937955963643907,7.682430962718193
4.951769101112702,6.861963726840569
5.142344384136116,8.640935132667003
5.200680211778108,7.410515060240577
5.227328293819941,10.845726494605795
5.247564316322379,10.313270484171134
5.426960831582485,15.243869293338935
5.4671027934327965,13.634560810838074
5.612771975694963,10.985780327992739
5.924145688620425,14.011654895765606
5.978999788110851,10.816372644369824
5.986584841970366,9.762714397486125
6.011150117432088,12.835668889206303
6.075448519014383,19.901959943706117
6.118528947223795,16.149013056901786
6.232981268275579,17.189070851895114
6.3755747135521315,14.706042152874524
6.62522284353982,15.83243894629144
6.842330265121569,18.827838022829127
7.068573438476172,21.218511420118205
7.080725777960454,19.407699320781443
7.13244787222995,25.702198060003052
7.2900716804098735,22.74477157601146
7.29606178338064,24.810336886661716
7.319939418114051,22.283764993967793
7.607850486168974,23.16212214521674
7.70967179954561,22.17243340226726
7.712703466859457,22.714731826654724
7.722447692966574,21.382154273436083
7.7513282336111455,23.23617484196297
7.851759613930136,24.221064824465103
8.021969807540398,26.800139235568277
8.08397348116461,26.664863706375673
8.154614284548341,27.923703348833428
8.287375091519294,30.06903145296345
8.324426408004218,26.951061609272127
8.631034258755935,34.959413378741374
8.661761457749352,29.204800106225562
8.872127425763265,34.331024979449914
8.948273504276488,31.185200733325214
9.093204020787821,35.3255464220002
9.218742350231167,34.495084118345524
9.394989415641891,35.821360372188884
9.488855372533333,36.05868115364099
9.50714306409916,35.62892699235871
9.656320330745594,32.66090915686199
9.695846277645586,35.270259115561785
9.699098521619943,38.59227919620618
9.868869366005173,40.97623599743364
